Sentence,label
"The model is trained using the Adam optimization method ( Kingma and Ba , 2014 ) .",hyperparameter
"For regularization , dropout ( Srivastava et al. , 2014 ) is applied to each layer .",hyperparameter
"To reduce this gap , we adopted the dropout with expectation - linear regularization introduced by to explicitly control the inference gap and thus improve the generaliza - tion performance .",hyperparameter
Hyperparameters were optimized via grid search based on the validation set and the best configuration is shown in .,hyperparameter
"In this work , we present a hierarchical neural network model for the sequential sentence classification task , which we call a hierarchical sequential labeling network ( HSLN ) .",model
"Our model first uses a RNN or CNN layer to individually encode the sentence representation from the sequence of word embeddings , then uses another bi - LSTM layer to take as input the individual sentence representation and output the contextualized sentence representation , subsequently uses a single - hidden - layer feed - forward network to transform the sentence representation to the probability vector , and finally optimizes the predicted label sequence jointly via a CRF layer .",model
Hierarchical Neural Networks for Sequential Sentence Classification in Medical Scientific Abstracts,research-problem
"This hampers the traditional sentence classification approaches to the problem of sequential sentence classification , where structured prediction is needed for better over all classification performance .",research-problem
"As can be seen from , our HSLN - CNN model uni-formly suffers a little more from the component removal than the HSLN - RNN model , indicating that the HSLN - RNN model is more robust .",ablation-analysi
"Last but not the least , the dropout regularization and attention - based pooling components we add to our system can help further improve the model in a limited extent . :",ablation-analysi
"When the context enriching layer is removed , both models experience the most significant performance drop and can only be on par with the previous stateof - the - art results , strongly demonstrating that this proposed component is the key to the performance improvement of our model .",ablation-analysi
"Furthermore , even without the label sequence optimization layer , our model still significantly outperforms the best published methods that are empowered by this layer , indicating that the context enriching layer we propose can help optimize the label sequence by considering the context information from the surrounding sentences .",ablation-analysi
We report averaged scores across five different runs of the model training .,result
"Overall , our span - based ensemble model using ELMo achieved the best F1 scores , 87.4 F1 and 87.0 F1 on the CoNLL - 2005 and CoNLL - 2012 datasets , respectively .",result
Our single and ensemble models using ELMO achieved the best F 1 scores on all the test sets except the Brown test set .,result
"In comparison with the CRF - based single model , our span - based single model consistently yielded better F 1 scores regardless of the word embeddings , SENNA and ELMO .",result
"For comparison , as a model based on BIO tagging approaches , we use the BiLSTM - CRF model proposed by .",baseline
"As the base function f base , we use 4 BiLSTM layers with 300 dimensional hidden units .",hyperparameter
"As the objective function , we use the crossentropy L ? in Eq. 3 with L2 weight decay ,",hyperparameter
"To optimize the model parameters , we use Adam .",hyperparameter
"To validate the model performance , we use two types of word embeddings .",hyperparameter
"Typical word embeddings , SENNA 6 ( Collobert et al. , 2011 ) Contextualized word embeddings , ELMo 7 SENNA and ELMo can be regarded as different types of embeddings in terms of the context sensitivity .",hyperparameter
These embeddings are fixed during training .,hyperparameter
"To fill this gap , this paper presents a simple and accurate span - based model .",model
"Inspired by recent span - based models in syntactic parsing and coreference resolution , our model directly scores all possible labeled spans based on span representations induced from neural networks .",model
