subject,predicate,object,label,file path
best F1 scores,has,87.4 F1 and 87.0 F1,results,/content/training-data/semantic_role_labeling/4/triples/results.txt
best F1 scores,on,CoNLL - 2005 and CoNLL - 2012 datasets,results,/content/training-data/semantic_role_labeling/4/triples/results.txt
Contribution,has,Hyperparameters,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,employ,label smoothing technique,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
label smoothing technique,with,smoothing value,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
smoothing value,of,0.1,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
0.1,during,training,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,set,number of hidden units d,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
number of hidden units d,to,200,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,adopt,Adadelta,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Adadelta,as,optimizer,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,For,DEEP - ATT,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
DEEP - ATT,with,FFN sub - layers,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
DEEP - ATT,has,whole training stage,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
whole training stage,takes,two days,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
two days,to,finish,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
finish,on,single Titan X GPU,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
two days,which is,2.5 times faster,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,initialize,other parameters,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
other parameters,by sampling,each element,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
each element,from,Gaussian distribution,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Gaussian distribution,with,mean 0 and variance 1 ? d,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,initialize,weights,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
weights,of,all sub-layers,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
all sub-layers,as,random orthogonal matrices,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,number of heads h,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
number of heads h,set to,8,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,SGD,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
SGD,contains,mini-batch,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
mini-batch,of approximately,4096 tokens,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
4096 tokens,for,CoNLL - 2005 dataset,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
mini-batch,of approximately,8192 tokens,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
8192 tokens,for,CoNLL - 2012 dataset,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,Dropout layers,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Dropout layers,added before,residual connections,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
residual connections,with,keep probability,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
keep probability,of,0.8,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,number of hidden layers,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
number of hidden layers,set to,10,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,learning rate,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
learning rate,initialized to,1.0,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,embedding layer,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
embedding layer,can be,initialized randomly,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
embedding layer,can be,pre-trained word embeddings,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,dimension,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
dimension,of,word embeddings and predicate mask embeddings,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
word embeddings and predicate mask embeddings,set to,100,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,Learning Parameter optimization,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Learning Parameter optimization,performed using,stochastic gradient descent,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,has,Dropout,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Dropout,applied before,attention softmax layer,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Dropout,applied before,feed - froward ReLU hidden layer,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Dropout,applied before,keep probabilities,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
keep probabilities,set to,0.9,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,clip,norm,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
norm,of,gradients,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
gradients,with,predefined threshold 1.0,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
norm,To avoid,exploding gradients problem,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
Hyperparameters,After training,400 k steps,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
400 k steps,halve,learning rate,hyperparameters,/content/training-data/semantic_role_labeling/3/triples/hyperparameters.txt
